key,0,1,2,3,4,5,6
123,0,0,0,0,"","",""
124,0,0,0,0,"","",""
125,1,0,150801,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>重要任務<hex:0249020103><hex:0248020103>是指和遊戲的故事有關聯的關鍵任務，這類任務的表徵圖會與其他任務有所區別。<hex:02100103><hex:02100103>追隨關鍵任務，便可以一直了解到更多主線劇情上的發展。","",""
126,1,0,150802,0,"<hex:02100103>而這個樣子的表徵圖，則表示是在完成這一系列任務的過程中，會開放新的內容或功能。<hex:02100103><hex:02100103>因此看到標有這種表徵圖的任務的話也一起積極地完成吧！","",""
127,0,0,0,0,"","",""
128,0,0,0,0,"","",""
129,0,0,0,0,"","",""
130,1,0,150891,0,"<hex:02100103>完成某些特定的職業任務，可以獲得相應的<hex:024804F201FA03><hex:024904F201FB03>職業專用技能<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>例如，完成槍術師<hex:024804F201FA03><hex:024904F201FB03>15級任務<hex:0249020103><hex:0248020103>之後，可以學會遠程戰技<hex:024804F201FA03><hex:024904F201FB03>「貫穿尖」<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>因此，當等級提升到可以接受職業任務的時候，優先去把這些技能都學會吧。","",""
131,0,0,0,0,"","",""
132,0,0,0,0,"","",""
133,0,0,0,0,"","",""
134,0,0,0,0,"","",""
135,1,0,150201,0,"<hex:02100103>在<hex:024804F201FA03><hex:024904F201FB03>商店<hex:0249020103><hex:0248020103>中可以進行道具的買賣。<hex:02100103><hex:02100103>點擊商店一側的道具可以進行購買。<hex:02100103><hex:02100103>將自己的物品欄中的道具<hex:024804F201FA03><hex:024904F201FB03>拖曳<hex:0249020103><hex:0248020103>到商店一側可以賣出所選道具。<hex:02100103><hex:02100103>另外，右鍵單擊道具之後選擇<hex:024804F201FA03><hex:024904F201FB03>出售<hex:0249020103><hex:0248020103>同樣也可以賣出道具。","",""
136,1,0,150202,0,"<hex:02100103>賣掉的道具會顯示在商店的<hex:024804F201FA03><hex:024904F201FB03>回購物品列表<hex:0249020103><hex:0248020103>中。如果不小心賣錯道具了，可以從列表裡再次購買回來。<hex:02100103><hex:02100103>不過，一旦退出遊戲或離開商店所在區域，回購物品列表就會被清空，這點一定要多加留意。","",""
137,1,0,150201,0,"<hex:02100103>在<hex:024804F201FA03><hex:024904F201FB03>商店<hex:0249020103><hex:0248020103>中可以進行道具的買賣。<hex:02100103><hex:02100103>選中商品列表裡的道具可以進行購買。<hex:02100103><hex:02100103>選中自己物品欄中的道具則可以出售給商店。","",""
138,0,0,0,0,"","",""
139,0,0,0,0,"","",""
140,0,0,0,0,"","",""
141,0,0,0,0,"","",""
142,0,0,0,0,"","",""
143,0,0,0,0,"","",""
144,0,0,0,0,"","",""
145,0,0,0,0,"","",""
146,0,0,0,0,"","",""
147,0,0,0,0,"","",""
148,0,0,0,0,"","",""
149,0,0,0,0,"","",""
150,1,0,150931,0,"<hex:02100103>用<hex:024804F201FA03><hex:024904F201FB03>右鍵<hex:0249020103><hex:0248020103>點擊攻擊目標可以發動<hex:024804F201FA03><hex:024904F201FB03>自動攻擊<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>發動自動攻擊時，只要與敵人的距離保持在攻擊範圍內，就會自動進行攻擊。<hex:02100103><hex:02100103>同時在目標的頭上還會出現相應的<hex:024804F201FA03><hex:024904F201FB03>自動攻擊表徵圖<hex:0249020103><hex:0248020103>。","",""
151,1,0,150082,0,"<hex:02100103>在畫面下方的<hex:024804F201FA03><hex:024904F201FB03>熱鍵欄<hex:0249020103><hex:0248020103>中可以設定各種對戰鬥有利的相關指令。<hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>單擊<hex:0249020103><hex:0248020103>各個技能欄上設定的指令，或者直接按下鍵盤上對應的<hex:024804F201FA03><hex:024904F201FB03>快捷鍵<hex:0249020103><hex:0248020103>，便可以發動對應的技能。　　","",""
152,1,0,150083,0,"<hex:02100103>發動技能需要消耗相應的<hex:024804F201FA03><hex:024904F201FB03>魔力<hex:0249020103><hex:0248020103>，並且發動之後還需要經過一段時間（<hex:024804F201FA03><hex:024904F201FB03>複唱時間<hex:0249020103><hex:0248020103>）才可以再次發動。<hex:02100103><hex:02100103>選中設定好的技能時可以看到該技能的詳細效果。","",""
153,1,0,150084,0,"<hex:02100103>幻術師和弓箭手都是擅長遠距離攻擊的職業，與敵人保持距離利用各種技能進行戰鬥才是上策。","",""
154,0,0,0,0,"","",""
155,0,0,0,0,"","",""
156,0,0,0,0,"","",""
157,0,0,0,0,"","",""
158,0,0,0,0,"","",""
159,0,0,0,0,"","",""
160,1,0,151141,0,"<hex:02100103>«最終幻想14»的最大特色之一，便是能夠令玩家隨時轉換職業的<hex:024804F201FA03><hex:024904F201FB03>「兵裝系統」<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>因此，為了避免出現所持裝備過多導致背包的容量緊張的情況發生，每名冒險者都會有<hex:024804F201FA03><hex:024904F201FB03>「兵裝庫」<hex:0249020103><hex:0248020103>來專門存放各種裝備。","",""
161,1,0,151142,0,"<hex:02100103>從商店購買商品裝備，做任務獲得報酬裝備，從身上脫下裝備，這些裝備品都會直接存放到兵裝庫中，而不會對背包有絲毫影響。<hex:02100103><hex:02100103>所以當獲得新裝備想要查看一下詳情時，請打開兵裝庫而不是背包進行查看。","",""
162,1,0,151143,0,"<hex:02100103>在快捷指令的<hex:024804F201FA03><hex:024904F201FB03>角色<hex:0249020103><hex:0248020103>分類中點擊<hex:024804F201FA03><hex:024904F201FB03>兵裝庫<hex:0249020103><hex:0248020103>按鈕或者同時按下鍵盤上的<hex:024804F201FA03><hex:024904F201FB03>Ctrl鍵<hex:0249020103><hex:0248020103>與<hex:024804F201FA03><hex:024904F201FB03>I鍵<hex:0249020103><hex:0248020103>可以打開兵裝庫視窗。<hex:02100103>","",""
163,1,0,151143,0,"<hex:02100103>在快捷指令的<hex:024804F201FA03><hex:024904F201FB03>角色<hex:0249020103><hex:0248020103>分類中選擇<hex:024804F201FA03><hex:024904F201FB03>兵裝庫<hex:0249020103><hex:0248020103>按鈕可以打開兵裝庫視窗。<hex:02100103>","",""
164,0,0,0,0,"","",""
165,0,0,0,0,"","",""
166,0,0,0,0,"","",""
167,0,0,0,0,"","",""
168,0,0,0,0,"","",""
169,0,0,0,0,"","",""
170,1,0,150361,0,"<hex:02100103>進入了<hex:024804F201FA03><hex:024904F201FB03>休息區<hex:0249020103><hex:0248020103>。<hex:02100103>在休息區中，經驗欄下面會出現特殊的表徵圖。<hex:02100103><hex:02100103>處於休息區時會隨時間積累相應的<hex:024804F201FA03><hex:024904F201FB03>休息獎勵<hex:0249020103><hex:0248020103>。此時即使退出遊戲，獎勵還是會繼續積累。","",""
171,1,0,150362,0,"<hex:02100103>在積累了休息獎勵之後，<hex:024804F201FA03><hex:024904F201FB03>戰鬥、製作、採集<hex:0249020103><hex:0248020103>中所取得的經驗值均會變為<hex:024804F201FA03><hex:024904F201FB03>1.5倍<hex:0249020103><hex:0248020103>。","",""
172,1,0,150363,0,"<hex:02100103>積累的休息獎勵會在經驗欄上以黃色或藍色的<hex:024804F201FA03><hex:024904F201FB03>獎勵槽<hex:0249020103><hex:0248020103>效果表現出來。<hex:02100103><hex:02100103>取得的經驗值在到達獎勵上限之前都會保持提高的效果。","",""
173,1,0,150364,0,"<hex:02100103>休息獎勵可以在部分<hex:024804F201FA03><hex:024904F201FB03>村落<hex:0249020103><hex:0248020103>和<hex:024804F201FA03><hex:024904F201FB03>城鎮<hex:0249020103><hex:0248020103>等休息區獲得。<hex:02100103><hex:02100103>每次退出遊戲時先回到休息區再下線是個良好的習慣。","",""
174,0,0,0,0,"","",""
175,0,0,0,0,"","",""
176,0,0,0,0,"","",""
177,0,0,0,0,"","",""
178,0,0,0,0,"","",""
179,0,0,0,0,"","",""
180,1,0,150901,0,"<hex:02100103>和其他玩家組成<hex:024804F201FA03><hex:024904F201FB03>小隊<hex:0249020103><hex:0248020103>了！<hex:02100103><hex:02100103>組隊之後可以進行很多單人無法體會的挑戰，例如打倒更強大的敵人，挑戰複雜的迷宮等。","",""
181,1,0,150903,0,"<hex:02100103>在組隊狀態下可以使用<hex:024804F201FA03><hex:024904F201FB03>小隊頻道<hex:0249020103><hex:0248020103>與隊友進行交流。頻道內的內容只有小隊成員可以看見，而且沒有距離的限制。<hex:02100103><hex:02100103>在對話框的左下角可以切換聊天頻道。","",""
182,1,0,150902,0,"<hex:02100103>加入小隊之後，畫面左上會顯示出<hex:024804F201FA03><hex:024904F201FB03>小隊列表<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>通過列表可以直觀地確認隊員們的情況。另外也可以通過點擊列表中的名字來選中隊友，這樣一來幫助同伴恢復體力時就可以免去很多複雜的操作了。","",""
183,1,0,150904,0,"<hex:02100103>另外，加入小隊時，還會根據當前隊伍成員的職業情況獲得<hex:024804F201FA03><hex:024904F201FB03>組隊加成<hex:0249020103><hex:0248020103>的效果，能夠提升全體隊員的各種能力參數。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※只要和隊友在同一區域內，組隊加成的效果就不會消失。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※從快捷指令「小隊」的「小隊隊員」中可以進行確認。<hex:0249020103><hex:0248020103>","",""
184,1,0,150905,0,"<hex:02100103>隊伍中的每一位成員都是和你一樣的冒險者玩家。<hex:02100103><hex:02100103>多與他們交流才能體會到艾歐澤亞的更多的魅力。<hex:02100103><hex:02100103>所以加入隊伍之後首先先打個招呼吧！","",""
185,1,0,150902,0,"<hex:02100103>加入小隊之後，畫面左上會顯示出<hex:024804F201FA03><hex:024904F201FB03>小隊列表<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>通過列表可以直觀地確認隊員們的情況。另外也可以方向鍵的上下來選中隊友，這樣一來幫助同伴恢復體力時就可以免去很多複雜的操作了。","",""
186,0,0,0,0,"","",""
187,0,0,0,0,"","",""
188,0,0,0,0,"","",""
189,0,0,0,0,"","",""
190,1,0,150931,0,"<hex:02100103>在選中敵人的狀態下按下確定鍵可以發動<hex:024804F201FA03><hex:024904F201FB03>自動攻擊<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>發動自動攻擊時，只要與敵人的距離保持在攻擊範圍內，就會自動進行攻擊。<hex:02100103><hex:02100103>同時在目標的頭上還會出現相應的<hex:024804F201FA03><hex:024904F201FB03>自動攻擊表徵圖<hex:0249020103><hex:0248020103>。","",""
191,1,0,150932,0,"<hex:02100103>在畫面下方的<hex:024804F201FA03><hex:024904F201FB03>十字熱鍵欄<hex:0249020103><hex:0248020103>中可以設定各種對戰鬥有利的相關指令。","",""
192,1,0,150933,0,"<hex:02100103>設定在十字熱鍵中的技能需要通過組合鍵來發動。<hex:02100103>按住<hex:0212020F03>或<hex:0212021003>鍵的同時按下四個方向鍵或<hex:0212020C03><hex:0212020903><hex:0212020A03><hex:0212020B03>可以發動對應位置的技能。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※新學會的技能會自動添加到技能欄中。<hex:0249020103><hex:0248020103>","",""
193,1,0,150934,0,"<hex:02100103>發動技能需要消耗相應的<hex:024804F201FA03><hex:024904F201FB03>魔力<hex:0249020103><hex:0248020103>，並且發動之後還需要經過一段時間（<hex:024804F201FA03><hex:024904F201FB03>複唱時間<hex:0249020103><hex:0248020103>）才可以再次發動。<hex:02100103><hex:02100103>戰鬥時一定要時刻注意自己當前的魔力，以免出現緊急關頭不足的情況。","",""
194,0,0,0,0,"","",""
195,0,0,0,0,"","",""
196,0,0,0,0,"","",""
197,0,0,0,0,"","",""
198,0,0,0,0,"","",""
199,0,0,0,0,"","",""
200,1,0,150921,0,"<hex:02100103>某些任務中會出現交易特定道具的要求。此時畫面中會顯示出<hex:024804F201FA03><hex:024904F201FB03>任務需求<hex:0249020103><hex:0248020103>列表。<hex:02100103><hex:02100103>將所需的道具<hex:024804F201FA03><hex:024904F201FB03>拖曳<hex:0249020103><hex:0248020103>到需求欄，之後再點擊<hex:024804F201FA03><hex:024904F201FB03>遞交<hex:0249020103><hex:0248020103>按鈕即可完成任務需求。或者，右鍵單擊道具之後選擇<hex:024804F201FA03><hex:024904F201FB03>遞交<hex:0249020103><hex:0248020103>也可以起到同樣的效果。","",""
201,1,0,150922,0,"<hex:02100103>某些任務中會出現交易特定道具的要求。此時畫面中會顯示出<hex:024804F201FA03><hex:024904F201FB03>任務需求<hex:0249020103><hex:0248020103>列表。<hex:02100103><hex:02100103>選中所需的道具，並從次級指令中選擇<hex:024804F201FA03><hex:024904F201FB03>遞交<hex:0249020103><hex:0248020103>即可完成任務需求。","",""
202,0,0,0,0,"","",""
203,0,0,0,0,"","",""
204,0,0,0,0,"","",""
205,0,0,0,0,"","",""
206,0,0,0,0,"","",""
207,0,0,0,0,"","",""
208,0,0,0,0,"","",""
209,0,0,0,0,"","",""
210,1,0,150631,0,"<hex:02100103>通過<hex:024804F201FA03><hex:024904F201FB03>玩家搜尋<hex:0249020103><hex:0248020103>功能，可以搜索到已經登入到遊戲中的玩家，並顯示出最多200人的結果。<hex:02100103><hex:02100103>搜索結果中會優先顯示當前處於同一地點的玩家。","",""
211,1,0,150632,0,"<hex:02100103>打開<hex:024804F201FA03><hex:024904F201FB03>玩家搜尋條件<hex:0249020103><hex:0248020103>視窗，可以設定搜索目標的各種條件。條件包括姓名、職業、等級、線上狀態、所在地以及使用語言。<hex:02100103><hex:02100103>選好之後點擊<hex:024804F201FA03><hex:024904F201FB03>開始搜索<hex:0249020103><hex:0248020103>按鈕，便會將結果顯示出來。","",""
212,1,0,150633,0,"<hex:02100103>玩家搜尋功能可以查看各個玩家的個人資訊。而自己的資訊可以在<hex:024804F201FA03><hex:024904F201FB03>搜索情報<hex:0249020103><hex:0248020103>中進行編輯。<hex:02100103><hex:02100103>通過快捷指令打開<hex:024804F201FA03><hex:024904F201FB03>小隊<hex:0249020103><hex:0248020103>項目下的<hex:024804F201FA03><hex:024904F201FB03>小隊隊員<hex:0249020103><hex:0248020103>視窗，之後用<hex:024804F201FA03><hex:024904F201FB03>滑鼠右鍵<hex:0249020103><hex:0248020103>點擊自己的名字，之後選擇<hex:024804F201FA03><hex:024904F201FB03>編輯資訊<hex:0249020103><hex:0248020103>，即可打開個人資訊視窗進行編輯。","",""
213,1,0,150634,0,"<hex:02100103>搜索情報中還可以編輯線上狀態和個人簽名。<hex:02100103><hex:02100103>職業和等級雖然會按照當前的職業為準，不過也可以自行編輯<hex:024804F201FA03><hex:024904F201FB03>希望組隊<hex:0249020103><hex:0248020103>時的職業，這樣在他人搜索時同樣也會作為目標對象顯示在列表中。","",""
214,1,0,150635,0,"<hex:02100103>線上狀態為「希望組隊」時可以選擇多個職業作為搜索對象，單擊一次為選中，再單擊一次會取消選中狀態。<hex:02100103><hex:02100103>不過如果線上狀態不是「希望組隊」，即使選中了多個職業也不會起到任何作用，只會將自己當前的職業作為搜索對象。","",""
215,1,0,150633,0,"<hex:02100103>玩家搜尋功能可以查看各個玩家的個人資訊。而自己的資訊可以在<hex:024804F201FA03><hex:024904F201FB03>搜索情報<hex:0249020103><hex:0248020103>中進行編輯。<hex:02100103><hex:02100103>通過快捷指令打開<hex:024804F201FA03><hex:024904F201FB03>小隊<hex:0249020103><hex:0248020103>項目下的<hex:024804F201FA03><hex:024904F201FB03>小隊隊員<hex:0249020103><hex:0248020103>視窗，之後選中自己的名字並在<hex:024804F201FA03><hex:024904F201FB03>次級指令<hex:0249020103><hex:0248020103>中選擇<hex:024804F201FA03><hex:024904F201FB03>編輯資訊<hex:0249020103><hex:0248020103>，即可打開個人資訊視窗進行編輯。","",""
216,1,0,150635,0,"<hex:02100103>線上狀態為「希望組隊」時可以選擇多個職業作為搜索對象，按一次確認鍵為選中，再按一次確認鍵會取消選中狀態。<hex:02100103><hex:02100103>不過如果線上狀態不是「希望組隊」，即使選中了多個職業也不會起到任何作用，只會將自己當前的職業作為搜索對象。","",""
